ID,Text,Target_1
4890,Its worse if if uses half way then stops. Its better for him to complete it.,ham
4891,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham
4892,Send me the new number,ham
4893,Convey my regards to him,ham
4894,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam
4895,2 and half years i missed your friendship:-),ham
4896,I cant pick the phone right now. Pls send a message,ham
4897,Oh for fuck's sake she's in like tallahassee,ham
4898,"Haha, that was the first person I was gonna ask",ham
4899,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ��500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
4900,Taka lor. Wat time u wan 2 come n look 4 us?,ham
4901,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
4902,"\I;m reaching in another 2 stops.\""""",ham
4903,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham
4904,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam
4905,Will you come online today night,ham
4906,Then anything special?,ham
4907,"I'm in solihull, | do you want anything?",ham
4908,Will do. Have a good day,ham
4909,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham
4910,Love that holiday Monday feeling even if I have to go to the dentists in an hour,ham
4911,I am on the way to tirupur.,ham
4912,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam
4913,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham
4914,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham
4915,"Just dropped em off, omw back now",ham
4916,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
4917,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,ham
4918,Re your call; You didn't see my facebook huh?,ham
4919,"G says you never answer your texts, confirm/deny",ham
4920,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",ham
4921,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
4922,Oh yah... We never cancel leh... Haha ,ham
4923,We can go 4 e normal pilates after our intro...  ,ham
4924,Ok... Let u noe when i leave my house.,ham
4925,"Oh yes, why is it like torture watching england?",ham
4926,Wanna do some art?! :D,ham
4927,Just hopeing that wasn���t too pissed up to remember and has gone off to his sisters or something!,ham
4928,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
4929,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam
4930,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",ham
4931,Match started.india  &lt;#&gt;  for 2,ham
4932,Once free call me sir.,ham
4933,Hey do you want anything to buy:),ham
4934,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham
4935,K..k.:)congratulation ..,ham
4936,G wants to know where the fuck you are,ham
4937,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
4938,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham
4939,�� go home liao? Ask dad to pick me up at 6...,ham
4940,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham
4941,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",ham
4942,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham
4943,Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham
4944,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham
4945,I'm already back home so no probably not,ham
4946,Great News! Call FREEFONE 08006344447 to claim your guaranteed ��1000 CASH or ��2000 gift. Speak to a live operator NOW!,spam
4947,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam
4948,I am in bus on the way to calicut,ham
4949,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham
4950,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham
4951,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam
4952,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,ham
4953,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham
4954,Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham
4955,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham
4956,I'm vivek:)i got call from your number.,ham
4957,Why didn't u call on your lunch?,ham
4958,"What i mean was i left too early to check, cos i'm working a 9-6.",ham
4959,I want  &lt;#&gt;  rs da:)do you have it?,ham
4960,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
4961,Yup ok...,ham
4962,I want to see your pretty pussy...,ham
4963,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam
4964,"A few people are at the game, I'm at the mall with iouri and kaila",ham
4965,URGENT! We are trying to contact U. Todays draw shows that you have won a ��2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam
4966,You can donate ��2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ��2.50 will be added to your next bill,spam
4967,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,ham
4968,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham
4969,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham
4970,Hey come online! Use msn... We are all there,ham
4971,I'm fine. Hope you are good. Do take care.,ham
4972,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham
4973,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham
4974,Yar... I tot u knew dis would happen long ago already.,ham
4975,You are gorgeous! keep those pix cumming :) thank you!,ham
4976,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham
4977,JADE ITS PAUL. Y DIDN��T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
4978,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham
4979,So what u doing today?,ham
4980,I said its okay. Sorry,ham
4981,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham
4982,Networking job is there.,ham
4983,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam
4984,Dont let studying stress you out. L8r.,ham
4985,That's y u haf 2 keep me busy...,ham
4986,No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham
4987,Which channel:-):-):):-).,ham
4988,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham
4989,Phony ��350 award - Todays Voda numbers ending XXXX are selected to receive a ��350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
4990,"We made it! Eta at taunton is 12:30 as planned, hope that���s still okday?! Good to see you! :-xx",ham
4991,I'm hungry buy smth home...,ham
4992,\HEY KATE,ham
4993,My drive can only be read. I need to write,ham
4994,"Just looked it up and addie goes back Monday, sucks to be her",ham
4995,Happy new year. Hope you are having a good semester,ham
4996,Esplanade lor. Where else...,ham
4997,Can you talk with me..,ham
4998,"Hmph. Go head, big baller.",ham
4999,Well its not like you actually called someone a punto. That woulda been worse.,ham
5000,"Nope. Since ayo travelled, he has forgotten his guy",ham
5001,You still around? Looking to pick up later,ham
5002,CDs 4u: Congratulations ur awarded ��500 of CD gift vouchers or ��125 gift guaranteed & Freeentry 2 ��100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam
5003,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham
5004,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham
5005,ILL B DOWN SOON,ham
5006,Oh k. . I will come tomorrow,ham
5007,Go fool dont cheat others ok,ham
5008,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham
5009,"By the way, 'rencontre' is to meet again. Mountains dont....",ham
5010,You have WON a guaranteed ��1000 cash or a ��2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam
5011,U attend ur driving lesson how many times a wk n which day?,ham
5012,"Uncle G, just checking up on you. Do have a rewarding month",ham
5013,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,ham
5014,I think the other two still need to get cash but we can def be ready by 9,ham
5015,Hey gals...U all wanna meet 4 dinner at n��te? ,ham
5016,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam
5017,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham
5018,Great! How is the office today?,ham
5019,"It's cool, we can last a little while. Getting more any time soon?",ham
5020,:-( sad puppy noise,ham
5021,Yes its possible but dint try. Pls dont tell to any one k,ham
5022,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
5023,Where you. What happen,ham
5024,I was gonna ask you lol but i think its at 7,ham
5025,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam
5026,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
5027,Go chase after her and run her over while she's crossing the street,ham
5028,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
5029,Is there coming friday is leave for pongal?do you get any news from your work place.,ham
5030,Hey... Very inconvenient for your sis a not huh?,ham
5031,Ok i vl..do u know i got adsense approved..,ham
5032,"* Was really good to see you the other day dudette, been missing you!",ham
5033,I want to go to perumbavoor,ham
5034,How many times i told in the stage all use to laugh. You not listen aha.,ham
5035,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
5036,(You didn't hear it from me),ham
5037,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham
5038,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham
5039,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam
5040,She ran off with a younger man. we will make pretty babies together :),ham
5041,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam
5042,O ic lol. Should play 9 doors sometime yo,ham
5043,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",ham
5044,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham
5045,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham
5046,Hmmm.still we dont have opener?,ham
5047,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
5048,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",ham
5049,I will vote for wherever my heart guides me,ham
5050,With my sis lor... We juz watched italian job.,ham
5051,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",ham
5052,Lmao you know me so well...,ham
5053,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
5054,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham
5055,Goodnight da thangam I really miss u dear.,ham
5056,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham
5057,"Geeeee ... Your internet is really bad today, eh ?",ham
5058,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam
5059,I think i am disturbing her da,ham
5060,"Sorry, I'll call you  later. I am in meeting sir.",ham
5061,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham
5062,Ok i also wan 2 watch e 9 pm show...,ham
5063,I dunno lei... Like dun haf...,ham
5064,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham
5065,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham
5066,83039 62735=��450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam
5067,Talk to g and x about that,ham
5068,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham
5069,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam
5070,As in different styles?,ham
5071,WIN a ��200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 ��1.50perweeksub.,spam
5072,Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham
5073,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham
5074,"This is the 2nd attempt to contract U, you have won this weeks top prize of either ��1000 cash or ��200 prize. Just call 09066361921",spam
5075,"Well, i'm glad you didn't find it totally disagreeable ... Lol",ham
5076,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",ham
5077,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
5078,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
5079,\Keep ur problems in ur heart,ham
5080,"Yeah, give me a call if you've got a minute",ham
5081,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS �� FUCKINNICE!SELFISH,ham
5082,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),ham
5083,Aiya we discuss later lar... Pick �_ up at 4 is it?,ham
5084,Hey happy birthday...,ham
5085,Sorry i missed your call. Can you please call back.,ham
5086,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham
5087,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",ham
5088,I wont do anything de.,ham
5089,What type of stuff do you sing?,ham
5090,"St andre, virgil's cream",ham
5091,No no. I will check all rooms befor activities,ham
5092,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",ham
5093,Gokila is talking with you aha:),ham
5094,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",ham
5095,K.k.this month kotees birthday know?,ham
5096,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,ham
5097,Sorry about that this is my mates phone and i didnt write it love Kate,ham
5098,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam
5099,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
5100,"Aight, call me once you're close",ham
5101,Nope thats fine. I might have a nap tho! ,ham
5102,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
5103,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham
5104,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",ham
5105,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
5106,Ding me on ya break fassyole! Blacko from londn,ham
5107,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham
5108,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
5109,Oh you got many responsibilities.,ham
5110,You have 1 new message. Please call 08715205273,spam
5111,I've reached sch already...,ham
5112,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam
5113,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
5114,Argh why the fuck is nobody in town ;_;,ham
5115,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
5116,Thanks. Fills me with complete calm and reassurance! ,ham
5117,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,ham
5118,Are you driving or training?,ham
5119,Lol for real. She told my dad I have cancer,ham
5120,PRIVATE! Your 2003 Account Statement for 078,spam
5121,"Oops I did have it,  &lt;#&gt; ?",ham
5122,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",ham
5123,"Hi Chikku, send some nice msgs",ham
5124,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham
5125,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",ham
5126,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",ham
5127,Cuz ibored. And don wanna study,ham
5128,Wot about on wed nite I am 3 then but only til 9!,ham
5129,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
5130,Any way where are you and what doing.,ham
5131,That sucks. I'll go over so u can do my hair. You'll do it free right?,ham
5132,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,ham
5133,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham
5134,Sday only joined.so training we started today:),ham
5135,Sorry * was at the grocers.,ham
5136,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham
5137,"YOU VE WON! Your 4* Costa Del Sol Holiday or ��5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost��1.50/pm, Max10mins",spam
5138,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,ham
5139,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham
5140,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham
5141,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
5142,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham
5143,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham
5144,I'm in office now da:)where are you?,ham
5145,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham
5146,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham
5147,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ��33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
5148,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham
5149,Pls call me da. What happen.,ham
5150,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham
5151,No problem with the renewal. I.ll do it right away but i dont know his details.,ham
5152,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham
5153,Haven't left yet so probably gonna be here til dinner,ham
5154,"Like  &lt;#&gt; , same question",ham
5155,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham
5156,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",ham
5157,K k:) sms chat with me.,ham
5158,I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham
5159,No but the bluray player can,ham
5160,Ok... Then r we meeting later?,ham
5161,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham
5162,Just send a text. We'll skype later.,ham
5163,Ok leave no need to ask,ham
5164,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
5165,�� still got lessons?  �� in sch?,ham
5166,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham
5167,Oh did you charge camera,ham
5168,"I���ve got some salt, you can rub it in my open wounds if you like!",ham
5169,Now i'm going for lunch.,ham
5170,I'm in school now n i'll be in da lab doing some stuff give me a call when �_ r done.,ham
5171,Oh k. . I will come tomorrow,ham
5172,"Aight, text me tonight and we'll see what's up",ham
5173,U 2.,ham
5174,Water logging in desert. Geoenvironmental implications.,ham
5175,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
5176,Company is very good.environment is terrific and food is really nice:),ham
5177,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham
5178,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam
5179,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",ham
5180,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham
5181,K sure am in my relatives home. Sms me de. Pls:-),ham
5182,I sent them. Do you like?,ham
5183,"Fuuuuck I need to stop sleepin, sup",ham
5184,I'm in town now so i'll jus take mrt down later.,ham
5185,I just cooked a rather nice salmon a la you,ham
5186,I uploaded mine to Facebook,ham
5187,WHAT TIME U WRKIN?,ham
5188,Okie,ham
5189,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
5190,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam
5191,"Sorry, I'll call later",ham
5192,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham
5193,"It's wylie, you in tampa or sarasota?",ham
5194,Ok... Take ur time n enjoy ur dinner...,ham
5195,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham
5196,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spam
5197,I like cheap! But i���m happy to splash out on the wine if it makes you feel better..,ham
5198,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham
5199,Ugh my leg hurts. Musta overdid it on mon.,ham
5200,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam
5201,"YOU VE WON! Your 4* Costa Del Sol Holiday or ��5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost��1.50/pm, Max10mins",spam
5202,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
5203,Me fine..absolutly fine,ham
5204,How come she can get it? Should b quite diff to guess rite...,ham
5205,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam
5206,I will reach ur home in  &lt;#&gt;  minutes,ham
5207,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham
5208,Hi.what you think about match?,ham
5209,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham
5210,Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham
5211,It is only yesterday true true.,ham
5212,K.k.how is your business now?,ham
5213,3 pa but not selected.,ham
5214,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
5215,I keep ten rs in my shelf:) buy two egg.,ham
5216,I am late. I will be there at,ham
5217,Well thats nice. Too bad i cant eat it,ham
5218,I accidentally brought em home in the box,ham
5219,Pls she needs to dat slowly or she will vomit more.,ham
5220,I have to take exam with in march 3,ham
5221,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham
5222,5 nights...We nt staying at port step liao...Too ex,ham
5223,If I die I want u to have all my stuffs.,ham
5224,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",ham
5225,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham
5226,Prabha..i'm soryda..realy..frm heart i'm sory,ham
5227,I re-met alex nichols from middle school and it turns out he's dealing!,ham
5228,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam
5229,It means u could not keep ur words.,ham
5230,"Nope, I'm still in the market",ham
